id,brewery_id,name,cat_id,style_id,style_id_II,abv,descript
4452,1211,Stoudt's Double India Pale Ale,3,32,Imperial or Double India Pale Ale,10,"Strong, full-bodied ale with an intense hop character and deep golden color"
4453,1307,Blanche de Chambly,5,67,Belgian-Style White,5,"(White of Chambly) was the first bottle
refermented ale produced by Unibroue. It is
brewed from a blend of pale barley malt,
wheat malt and unmalted wheat, to which
we blend selected spices and hops.
 
Blanche de Chambly is only partially filtered,
retaining its natural cloud of yeast that is
characteristic of the original white ales
brewed during the Middle Ages.

We recommend this remarkably refreshing"
4454,1307,ephemere Pomme,5,67,Belgian-Style White,5.5,"White ale brewed with apple must

Redolent of ripe Granny Smith apples, this
unique white ale pleases the palate with a
delicate balance of fruit and spice notes and
just a hint of sweetness.
 
ephemere apple satisfies with each sip and
refreshes in all seasons, especially when
paired with an artisan cheddar cheese, pork
tenderloin served with apple chutney or Vidalia
onion soup.

We developed the ephemere (Ephemeral)
series to feature a seasonal fruit in a
refreshing, lightly spiced white ale.
 
The label depicts a fairy, an ephemeral spirit
associated with fruits picked at the peak of
ripeness during each harvest season. 
ephemere apple flavor is brewed with apple
must, which consists of the freshly-pressed
juice from apples.

Enjoy this beer 'alfresco' while dining in the
afternoon sun, relaxing at a family gathering or
at a picnic in the back yard.

Winner of 3 Gold Medals from the Beverage
Testing Institute since 2002"
4455,1307,Seigneuriale,3,33,American-Style Amber/Red Ale,7.5,"The copper-colored body and generous foam
head of this amber ale tantalize the eyes but
it's the complex flavor of Seigneuriale that
delivers a pleasant surprise. It is slightly
sweet, malty and spicy, but a distinctive hop
character and notes of apricot brandy give
Seigneuriale a truly unique character. 

We recommending pairing it with carved ham,
apricot-glazed duck or squab, Thai shrimp
curry or a holiday fruit cake."
4456,1307,Chambly Noire,3,29,Dark American-Belgo-Style Ale,6.199999809,"The opaque blackness and beige-colored
foam mousse of Chambly Noire belie its light,
refreshing body and clean, long finish,
featuring hints of roasted coffee beans, toast
and toffee. 

We recommend pairing it with grilled salmon,
steak or tuna au poivre, smoked meats,
coffee-crusted rack of lamb, or chocolate
espresso flan."
4457,1391,Dos Perros,3,29,Dark American-Belgo-Style Ale,3.5,"Many Mexican beer styles today are descendants of old Austrian styles, from when Austria ruled Mexico in the late 19th century. Our Dos Perros is made with German Munich malt, English Pale malt, and Chocolate malt, and hopped with Perle and Saaz hops. To lighten the body, as many Mexican brewers do, we add a small portion of flaked maize. The result is a wonderfully bready malt aroma, balanced with some maize sweetness and a noble hop finish.

Food Pairings: The toasty malt flavors go great with barbeque, grilled salmon, carmelized onions, and most hot and spicy foods. Try it with Mexican or Thai dishes.

OG: 10.4 Plato
FG: 3.3 Plato
IBUs: 21
SRM: 13
3.5% abv"
4458,1391,Sly Rye Porter,2,25,Porter,5.699999809,"A rich, chocolaty English Porter with a clean finish. We use the finest floor-malted Maris Otter malts from England, the same malts used for the best single-malt scotch. A portion of malted rye gives a spicy, slightly dry finish.

Food Pairings: The rich, chocolate notes pair well with the carmelized surface of steaks, pork tenderloins and lamb, but save this beer for dessert if you're having chocolate or creme brulee.

OG: 14.40 Plato
FG: 3.8 Plato
IBUs: 28
SRM: 29
5.7% abv"
4459,1391,Pale Ale,3,26,American-Style Pale Ale,5.800000191,"A new version of an American classic.
Our Yazoo Pale Ale bursts with spicy, citrusy hop aroma and flavor, coming from the newly discovered Amarillo hop. The wonderful hop aroma is balanced nicely with a toasty malt body, ending with a cleansing hop finish. Made with English Pale, Munich, Vienna, and Crystal malts, and generously hopped with Amarillo, Perle, and Cascade hops. Fermented with our English ale yeast.

Food Pairings: The bracing bitterness of this beer can hold its own with spicy foods, while helping to cleanse the palate after rich, creamy dishes. The citrus hop flavors go exceptionally well with any dishes using cilantro, such as Mexican salsas.

OG: 14.0 Plato
FG: 3.3 Plato
IBUs: 55
SRM: 6
5.8% abv"
4460,1391,Onward Stout,3,42,American-Style Stout,3.799999952,"The tan lace clings to the glass as you raise the pint to your lips. Close your eyes and smile as the rich espresso notes fade to a dry, roasted finish. Exceptionally smooth and satisfying. Made with English Pale malt, roasted barley, black patent malt, and flaked barley. Hopped with East Kent Goldings and Target hops, and fermented with our English ale yeast.

Food Pairings: The combination of Onward Stout and oysters is a match made in heaven. It also goes well with other shellfish, grilled steaks, and believe it or not, rich chocolate desserts. Carbonade Flamande, seared beef cubes simmered in Stout for several hours, is a classic Belgian dish.

OG: 11.3 Plato
FG: 4.3 Plato
IBUs: 35
SRM: 45
3.8% abv"
4462,1391,Hefeweizen,4,50,South German-Style Hefeweizen,5,"An authentic example of a Bavarian Hefeweizen. 'Hefe' means cloudy or yeasty and 'weizen' means wheat. This beer is made with mostly wheat and uses a true Hefeweizen yeast that gives it a fruity, banana aroma with just a hint of cloves. The tart finish makes this the perfect summer beer.

Food pairings: Almost anything goes well with Hefeweizen but it especially shines when paired with salads and omelets.

OG: 12.0 Plato
FG: 2.3 Plato
IBUs: 13
SRM: 3
5.0% abv"
4463,658,Gaelic Ale,3,33,American-Style Amber/Red Ale,5.800000191,"A deep amber colored American ale, featuring a rich malty body. Cascade and Willamette hops add a complex hop flavor and aroma. This ale is exceptionally balanced between malty sweetness and delicate hop bitterness.

IBU: 32
Alcohol content: 5.8% by volume
Hops: Chinook, Willamette and Cascade

Calories per 12 oz. 172.5
Carbs per 12 oz. 17.86"
4464,658,Oatmeal Porter,2,25,Porter,5.800000191,"A unique Highland creation, this robust beer is black in color, very malty with hints of chocolate-roasted flavor and a well balanced hop character.

IBU: 32
Alcohol content: 5.8% by volume
Hops: Chinook, Willamette and Cascade

Calories per 12 oz. 191.16
Carbs per 12 oz. 19.42"
4465,658,St.Terese's Pale Ale,3,26,American-Style Pale Ale,5.199999809,"A golden pale having a slightly malty body balanced by an assertive American hop flavor. This pale ale displays a delicate hop nose due to the process of dry hopping. A crisp and refreshing beer perfect for any occasion.

IBU: 24
Alcohol content: 5.2% by volume
Hops: Chinook and Cascade

Calories per 12 oz. 170.1
Carbs per 12 oz. 15.65"
4466,658,Kashmir IPA,3,31,American-Style India Pale Ale,5.599999905,"A brilliant, dry pale ale with an aggressive hop character balanced with a smooth finish. A bold beer best consumed with a stiff upper lip.

IBU: 60
Alcohol Content: 5.6% by volume
Hops: Stryian Goldings, Mt. Hood, Fuggles, Magnum, Willamette

*Contains Wheat

Calories per 12 oz 190.85
Carbs per 12 oz 16.82"
4467,658,Black Mocha Stout,3,42,American-Style Stout,5.300000191,"Highland's most robust beer, having a very malty body with a large, roasted chocolate flavor. It is black in color with a very clean finish and a moderate hop flavor.

IBU: 25
Alcohol content: 5.3% by volume
Hops: Chinook and Mt. Hood

*Contains Wheat

Calories per 12 oz. 216.81
Carbs per 12 oz. 24.99"
4468,658,Cold Mountain Winter Ale,11,141,Winter Warmer,0,"Our ever-changing spiced winter seasonal. A tasty brew that complements all your holiday festivities. It is typically malty in body, lightly hopped, and rounded out with spices that we vary from year to year."
4469,972,Salvator,7,92,German-Style Doppelbock,7.900000095,"Paulaner Salvator, with its strong, typically malty flavour, is what you could call the ""original"" Paulaner. The bottom-fermented ""Doppelbock"" beer combines the finest hops and dark barley malt. The Paulaner monks used to drink Salvator as a food substitute during Lent. The most famous master brewer was Frater Barnabas, who took over the Paulaner monastery brewery in 1773. His original recipe remains practically unchanged to this day. In order to preserve the original, Paulaner registered the name ""Salvator"" with the patent office in 1896.

Salvator:
18.3% original wort; 7.9% alcohol; 70.6 kcal/100 ml"
4470,972,Paulaner Oktoberfest,7,84,German-Style Oktoberfest,6,"Paulaner Oktoberfestbier is festive, full-flavoured and ultra delicious, and is brewed specially for the most famous festival in the world. Every year, more than one million liters are served at the Oktoberfest. You can create your own ""beer tent atmosphere"" at home with this golden yellow, mildly hoppy seasonal speciality - but only between July and October.

Oktoberfest Bier:
13.7% original wort; 6.0% alcohol; 50 kcal/100 ml"
4471,972,Hefeweizen,4,50,South German-Style Hefeweizen,5.5,"Paulaner Hefe-Weissbier is the best-selling beer by the Paulaner Brewery. Specially produced top-fermented yeast is what gives it its unmistakeable character: sparkling light, fruity, and just a tiny bit bitter. Because it is not filtered during the brewing process, it retains its originality and the many vitamins, minerals and trace elements.

Hefe Weissbier Naturtrub:
12.5% original wort; 5.5% alcohol; 44 kcal/100 ml"
4472,765,Cappuccino Stout,3,42,American-Style Stout,8.300000191,Ale Brewed with Columbian Coffee. Brewed with Sebastopol's Own Hard Core Coffee.
4473,49,Guinness Draught,3,42,American-Style Stout,4.300000191,"Adored since 1959, it"
4474,47,Cocoa Loco,3,43,American-Style Imperial Stout,7,Great chocolate stoudt.
4475,10,Fall Fest,7,84,German-Style Oktoberfest,0,"Abita Fall Fest is an Octoberfest lager available September-November. It is brewed with German Hersbrucker hops and pale, crystal and chocolate malts.

The result is a full-bodied, malty beer with a strong hop character and a beautiful amber color.

Celebrate the season with Abita Fall Fest and your favorite German food"
4478,530,Blackberry Ale,3,26,American-Style Pale Ale,5.199999809,"A great summer fruit beer, with 168 pounds of blackberry puree added to a light ale base. The blackberries add a distinct purple haze, and hopping is light to allow the berries to be the featured flavor. The ABV is 5.2% and hop bitterness is 22 BU's."
4479,530,Oil Change Oatmeal Stout,1,21,Oatmeal Stout,0,"Black as diesel oil, Oil Change is big in roasty chocolate flavors. A large amount of flaked oats gives this stout a velvety smoothness. Oil Change is nitrogen charged to give it a thick creamy head."
4480,56,Hell,8,95,American-Style Lager,5,Atwater Block beers are brewed using traditional German methods to create a distinctly fresh and flavorful character. Our classic Helles (German for Pale) is a crisp lager that is sure to please.
4482,41,Hop Ottin IPA,3,31,American-Style India Pale Ale,7,"Hop Ottin' IPA is as hoppy as they come. The name means ""hard working hops,"" in Boontling, and that tells it all. Generous additions of high-alpha Pacific Northwest hops added during a vigorous boil, plus traditional dry hopping, with whole hop cones, give this ale a delicious citrus aroma, and an intense hoppy bite. This IPA is a hop lover's dream."
4483,611,Woodchuck Granny Smith Varietal Draft Cider,11,121,Fruit Beer,5,"It is made using 100% Granny Smith apples. This cider has a mouth-watering flavor that is tangy and tart, with just a touch of sweetness."
4484,611,Woodchuck Amber Draft Cider,11,121,Fruit Beer,5,"Woodchuck Amber is the original Woodchuck Cider. It's made from a blend of apples and fermented with champagne yeast to produce a great tasting and refreshing alcoholic drink. It's available in 6-packs and 12-packs, as well as on draft."
4485,285,Delirium Tremens,5,65,Belgian-Style Pale Strong Ale,8.5,"The particular character and the unique taste of ""Delirium Tremens"" result from the use of three different kinds of yeast. Its very original packing, which resembles cologne ceramics, and the colourful label contribute to its success."
4487,459,Palo Santo Marron,3,38,American-Style Brown Ale,12,"Palo Santo Marron (Holy Tree Brown)

An unfiltered, unfettered, unprecedented brown ale aged in handmade wooden brewing vessels. The caramel and vanilla complexity unique to this beer comes from the exotic Paraguayan Palo Santo wood from which these tanks were crafted. Palo Santo means ""holy tree"" and it's wood has been used in South American wine-making communities. 

This beer is a 12% abv, highly roasty, and malty brown ale aged on the Palo Santo wood.  It was a huge hit at our Rehoboth Beach brewpub when first released in November of 2006, so it's coming back... into full production!

 At 10,000 gallons each, these are the largest wooden brewing vessels built in America since before Prohibition.

Click below to watch ""Take Time,"" the short film we released with the first full-production batch of Palo Santo Marron in February 2008.

It's all very exciting. We have wood. Now you do too."
4489,470,Misfit Red,3,33,American-Style Amber/Red Ale,5.099999905,"This medium bodied amber ale has a smooth, malt character with a hint of roasted (dark) malt flavor. This beer has just enough hops to balance and goes well with many foods."
4490,470,Hellrazer,3,31,American-Style India Pale Ale,6.199999809,"From the first sip this American-style India Pale Ale gets in your face with an unruly hop bitterness, big floral flavors and aroma, and just enough malt character to keep you from giving in and acting up."
4491,470,Bad Moon Porter,2,25,Porter,5.099999905,"A complex, robust porter, Bad Moon is medium to full bodied with a slightly sweet, malty presence combined with hints of chocolate and coffee. This is a full-bodied beer that gets its chocolate and coffee-like flavors and color from the use of generous amounts of roasted malts. It has a smooth finish and a balanced hop character."
4492,470,Blackout,7,86,German-Style Schwarzbier,5,"Succumb to this dark, medium bodied German-style dark lager's smooth roasted flavors and light hoppy bitterness. Don't worry, you'll remember everything the next morning."
4494,470,Venom,3,26,American-Style Pale Ale,5.599999905,"This American-Style Pale Ale is aggressively hopped giving it a citrusy flavor and aroma. No antidote needed. This beer is dark-golden, medium-bodied and very 'hoppy.' It is American-style because American-grown hops are used rather that European."
4495,242,Ozzy,5,72,Other Belgian-Style Ales,7.25,"Brewer's Art's answer to the Belgian ""devil"" beers (i.e. Lucifer, Duvel, etc.). Both rich and dry, this beer is all too easy to consume in large quantities. Hopped with Styrian Goldings."
4496,242,Resurrection,5,60,Belgian-Style Dubbel,7,"During the fermentation of the first batch of this Abbey-style dubbel, the yeast ""died"" and was ""resurrected"" by brewer Chris Cashell. Made with five types of barley malt and lots of sugar, this beer is quite flavorful, without being too sweet."
4498,1086,Damnation,5,72,Other Belgian-Style Ales,7,"Damnation has extraordinary aromas of banana and pear with mouth filling flavors of sweet malt and earthy hops. The lingering finish is dry and slightly bitter but very, very smooth."
4499,1086,Pliny the Elder,3,32,Imperial or Double India Pale Ale,8,"A true leader in the hop-wars of the west coast, Pliny the Elder hits you over the head with hoppy bitterness and manages to smooth the rough edges out enough to become an enjoyable brew."
4500,1086,Pliny the Younger,3,32,Imperial or Double India Pale Ale,11,"Pliny the Younger was Pliny the Elder's nephew, in the case of this beer, the ""Younger"" is a triple IPA. Pliny the Younger is hopped three times more than our standard IPA, and is dry hopped four different times."
4502,1086,Aud Blonde,3,37,Golden or Blonde Ale,4.5,"Aud Blonde has a refined characteristic, which can be contributed to us blending pilsner malt with a unique hop called crystal. The distinctive characteristic of the crystal hop lends a citrus, almost eucalyptus quality in the aroma and mouth feel of the brew, while leaving the beer with a long dry finish."
4506,1262,Thunderhead IPA,3,31,American-Style India Pale Ale,5.800000191,"The Granddaddy of Pale Ales, this style got its start as a special brew for English soldiers living in India.  Our IPA is a medium bodied ale, with a light copper color characterized by an intense hop flavor, with a full flowery hop aroma and higher alcohol content."
4507,320,Strongbow Cider,11,121,Fruit Beer,5.300000191,"Strongbow is a brand of cider manufactured in England by Bulmers. It is the UK's most popular cider[citation needed], accounting for more than half of the draught cider sold in British pubs. Strongbow is also unique in that it is produced with a Royal Warrant."
4508,41,Summer Solstice Cerveza Crema,11,113,American-Style Cream Ale or Lager,5.599999905,"""This copper colored ale is smooth, malty, and lightly sweet, with a delicate hint of spice for that oh-so-drinkable, extra velvety flavor.  The character is lighter in body than its cousin our wildly popular Winter Solstice Seasonal Ale.  This is a silky, creamy dream, perfect as a warm weather beer."""
4509,765,IPA,3,31,American-Style India Pale Ale,0,"""This is our unique version of an ancient style. A style as old as the ocean trade routes of the last centuries Great Ships. Not as old as the equator they had to cross twice enroute, nor as old as the 10,000 or so miles of Di-Hydrogen Oxide and Sodium upon which they sailed, but older than the Circulithium-4 Lentloid that binds the Lupulin Quartnate onto your taste buds. Weird. Think about it. Now stop. OK, go again, now stop. Think again, and stop. But we digress. Made with 43 different hops and 65 various malts, this redolent ale will likely float your boat, whatever planet you're on. """
4511,1224,Blue,11,121,Fruit Beer,4.900000095,Sweetwater Blue is a unique light bodied ale enhanced with a hint of fresh blueberries. This euphoric experience begins with an appealing blueberry aroma and finishes as a surprisingly thirst-quenching ale.
4512,1224,Georgia Brown,3,38,American-Style Brown Ale,5.099999905,"It's definitely one of the finer American Brown Ales. A deep, copper colored, mild brown ale.

SGB is accentuated by a slight nuttiness from its malt character. Designed to be a session beer it has a real smooth finish with a subtle hop character."
4513,1224,Hummer,5,67,Belgian-Style White,5.099999905,SweetWater Hummer is a tasty Belgian White Ale brewed with coriander and orange peel. Cloudy with subtle fruit tones and a lingering finish. Everybody loves a Hummer!
4515,62,"Maharaja, The",3,32,Imperial or Double India Pale Ale,10.5,"From Website:
Maharaja is derived from the sanskrit words mahat, - ""great"" and rajan - ""king"". Much like its namesake, this imperial IPA is regal, intense and mighty. With hops and malts as his servants, he rules both with a heavy hand. The Maharaja flaunts his authority over a deranged amount of hops: tangy, vibrant and pungent along with an insane amount of malted barley - fashioning a dark amber hue and exquisite malt essence.

This newest Avery Dictator completes the ""Dictator Series"" joining the likes of The Kaiser & The Czar. Be aware that The Maharaja is a limited release only available for the summer. Welcome to his kingdom!

Availability:
    * 22 oz. bottles
    * 5.17 gallon keg
    * 15.5 gallon keg
    * Available March through August

ABV:
    * 10.5% (2008)
    * 9.78% (2007)"
4516,62,"Reverend, The",5,62,Belgian-Style Quadrupel,10,Belgian-Style Quadrupel Ale
4518,1019,Erdinger Weizen,11,116,Light American Wheat Ale or Lager,5.300000191,"The famous Bavarian specialty

Erdinger Weissbier 'crystal clear' is particularly welcome as a tasty thirst-quencher for hot summer days.

This specialty wheat beer gets its 'crystal clear' appearance from a particularly long filtration process, known in the industry as ""fine filtration"", whereby the beer becomes completely clear.

This gives Erdinger Weissbier 'crystal clear' its sparkling and refreshing character - which also makes it the ideal wheat beer for warm summer days.

Brewed in strict accordance with our own traditional recipe, Erdinger Weissbier 'crystal clear' meets the highest quality standards and satisfies the most sophisticated palate."
4520,459,Raison D'Extra,3,29,Dark American-Belgo-Style Ale,20,"A bigger, bolder version of our Raison D'Etre.

This is a bulbous, brown ale brewed with a bunch of malt, brown sugar and raisins.

In case you care... the average 12 oz. serving has approximately 425 calories."
4521,955,Orlio Seasonal India Pale Ale,3,31,American-Style India Pale Ale,5.400000095,"A strong but smooth medium-bodied copper ale with a furity nose, big dry hop flavor, and assertive hop bite that rest upon a subtle but supportive background of complex malt flavors."
4523,955,Orlio Seasonal Black Lager,7,86,German-Style Schwarzbier,4.5,A rich medium-bodied black lager whose sweet deep malt flavor is balanced by a moderate hop bite and roasted malt tartness that creates notes of bitter chocolate and a slight lingering sweetness.
4526,920,Creamation Ale,11,113,American-Style Cream Ale or Lager,0,This style of beer is light to medium in body (mouth-feel) with very little hop character. The brewer says 'a good beer to try if you're a Northern Lite drinker'
4527,920,Squirrel's Nut Brown,3,38,American-Style Brown Ale,0,"This smooth Ale has an even display of hop bitterness and bold malt flavor, with a hint of nutty flavor from the dark malt, to produce a superior brown ale taste"
4528,920,McCafferty's Ale,2,22,Irish-Style Red Ale,0,"This is a true Celtic Red ale that's as faithful as its namesake. With a smooth balance between malt and hops, it's sure to become a pubhouse favorite"
4529,920,Station 33 Firehouse Red,2,22,Irish-Style Red Ale,0,"This red is a rich, malty, ruby-colored ale with a smooth finish."
4530,920,Amber Waves of Grain,3,33,American-Style Amber/Red Ale,0,"An amber-colored beer, lightly hopped, with a nice malty finish; go ahead, salute your brew."
4531,920,Paddlers Pale Ale,3,26,American-Style Pale Ale,0,"This clean, crisp ale was dry-hopped and is as refreshing as a plunge in the Slippery Rock Creek."
4532,920,Paleo IPA,3,31,American-Style India Pale Ale,0,"The discovery of the true I.P.A. (India Pale Ale) made right here in Slippery Rock. The British added hops to oak barrels to help preserve the beer for its long voyage to British-controlled India. Brewed in this same English tradition, we dry-hopped our ale, giving the beer a very aromatic quality as it travels to your mug."
4533,920,Double Vision IPA,3,31,American-Style India Pale Ale,0,"Double your fun, double your pleasure and try and stay out of double trouble with this hopped up I.P.A."
4534,920,Friar's Porter,2,25,Porter,0,This robust porter has a lot of caramel and chocolate flavor balanced with the flavor and aroma of fuggle hops.
4535,920,Stone House Stout,1,21,Oatmeal Stout,0,"This robust, hearty stout is as sturdy as its namesake.  Roasted barley is the trademark of stout, a bittersweet separation from its cousin Porter.  The deep character of roasted barley is further enhanced by the addition of oatmeal for an incredible silky finish."
4536,920,Rock-n-Wheat,4,50,South German-Style Hefeweizen,0,"This unfiltered, true German wheat beer has hints of clove and banana which the yeast produces during fermentation."
4537,426,Double Crooked Tree I.P.A.,3,32,Imperial or Double India Pale Ale,13.60000038,"From their website:
""Have you read the description for the regular Crooked Tree yet? Well this beer is almost the same just double. We actually took the Crooked Tree recipe and doubled all of the ingredients except the water, just the way a DOUBLE should be made. Big hops balanced with tons of malt give this beer a huge body. Although this beer is as cool as ""the Fonz""  when first purchased, it gets really mellow and smooth with some age. After a year or two stored in a cool dark place you'll notice the heavy caramel and malt flavors are trying to sneak past the hops, they're just not fast enough. This beer is hugely delicious so it will need your undivided attention (the chores can wait....trust us)."""
4538,47,Hopmouth Double IPA,3,32,Imperial or Double India Pale Ale,8,"The first in our Brew Crew Big Beer Series, Hopmouth Double IPA is a hop lover's delight!  Deep amber hue with a generous white head, Hopmouth showcases a rich, toasty flavor and a sweet caramel notes as a result of the high-quality Maris Otter Malt, imported from the UK.  The hops are right up front in the aroma, reminiscent of citrus and pine, while the resin-like flavors linger well after the last sip.

This is a BIG beer.  True to our original vision, we have achieved a level of balance and drinkability rarely found in this style.  Delicious on its own, Hopmouth is also a brilliant pair with many boldly-flavored foods, including many cheeses and desserts."
4544,1247,Abijah Rowe IPA,3,31,American-Style India Pale Ale,6.800000191,"Traditional English India Pale Ale brewed with all English malt & hopped with a blend of English & American hops. High in strength, bitterness & aroma."
4545,1247,Alt,4,57,German-Style Brown Ale/Altbier,5.699999809,"Alt, German for ""old,"" is a traditional medium-bodied ale in which we use an array of the finest German malts & a generous smount of noble hops to produce a crisp, clean and refreshing ""bier."""
4546,1247,Old Mill Pond ESB,1,5,Extra Special Bitter,6.5,"As English style extra special bitter, brewed using the finest malt and hops from England to produce a well balanced medium body pint."
4547,1247,Three Steve Stout,3,42,American-Style Stout,5.300000191,"Our Stout is brewed with English malt, hops and oats to produce a smooth coffee-like richness with a pleasant bittersweet finish."
4548,35,North Pleasant Pale Ale,3,26,American-Style Pale Ale,5.25,"Light gold in color, slightly malty and hoppy, with a mild flowery hop finish."
4549,35,Massatucky Brown,3,38,American-Style Brown Ale,5.25,"Light brown medium bodied ale. Smooth, malty and slightly roasted flavor."
4550,35,Two Sisters Imperial Stout,3,43,American-Style Imperial Stout,6.699999809,"Dark, rich, hearty, smooth and chocolaty. The two siloettes on the logo are Marina and Kshusha adopted from Russia by Amherst Brewing Company's owners, John and Terrie."
4551,35,Heather Ale,11,126,Herb and Spice Beer,5.400000095,"2003 Silver medal winner herb and spice catagory Great American Beer Fest, made without hops, 100% heather flowers giving it a flowery aroma, subtle sweetness, and crisp, clean finish."
4552,35,Lewmeister Oktoberfest,7,84,German-Style Oktoberfest,5.400000095,"Amber, full-bodied lager made in the traditional style with German hops. Brewed in early August and put on tap with a keg of the previous years batch by October of each year. This beer is brewed in memory of ""Lewis"", the owners beer-drinking long-haired Dachsund, who passed away at 17-1/2 on 8/17/99."
4553,35,Raspberry Brown Ale,3,38,American-Style Brown Ale,4.900000095,Our Massatucky Brown Ale with a subtle raspberry flavoring
4554,35,Workingman's Wheat,4,50,South German-Style Hefeweizen,4.900000095,Light crisp American style wheat with a medium hop finish. Made using 25% German wheat malt. Brewed and on tap each summer.
4555,35,Righteous Red,3,33,American-Style Amber/Red Ale,4.599999905,"Reddish amber in color, mild and malty with hop aroma and finish."
4556,35,Graduation Ale,3,26,American-Style Pale Ale,5.5,"Golden pale ale, slightly hoppy. Brewed each May for the upcoming graduates. It took you four hard years to graduate so we made this one easy to drink. Congratulations!"
4557,35,Patriots Pilsner,7,77,German-Style Pilsener,4.800000191,A traditional European Pilsner light in body and color. This brew possesses mild hoppy flavors and a crisp clean finish. It is made with traditional European hops: Hallertau and Saaz.
4558,35,Amherst ESB,1,5,Extra Special Bitter,5.349999905,"Amber in color, medium body with very hoppy aroma and bitter finish. Dry hopped with Oregon Goldings"
4559,35,Honey Pilsner,7,77,German-Style Pilsener,5.199999809,"Crisp light lager, slightly malty with subtle hints of wildflower honey. Finished with Hallertau and Saaz hops"
4560,35,Puffers Smoked Porter,2,25,Porter,4.599999905,"Dark, full bodied ale with a prominent smoked malt flavor"
4561,35,Boltwood Bock,7,90,Traditional German-Style Bock,5.699999809,"Light in color, full bodied and very malty, this lager has a toasted malt flavor. Brewed in February and usually on tap by May with a keg of the previous year's batch."
4562,35,Bankers Gold,3,37,Golden or Blonde Ale,4.599999905,"Just another day at the bank. Very light, mild ale with a subtle hop finish. Brewed once a year in early Spring."
4563,35,Half in the Bagpipe,1,15,Scotch Ale,7.199999809,"Amber in color, full-bodied strong ale with a prominent malt flavor delicately balanced with Goldings hops. Made with a hint of molasses, this beer is usually on tap for Super Bowl with a keg or two of the previous year's batch."
4564,35,Cascade IPA,3,31,American-Style India Pale Ale,5.300000191,"Light in color, medium body, with a hop bitterness and Cascade hop finish."
4565,35,Olde #8 Anniversary Ale,4,57,German-Style Brown Ale/Altbier,6.849999905,Brewed for August each year to celebrate our Anniversary this strong ales maltiness is balenced by a generous amount of hops
4566,131,Premium Beer,7,77,German-Style Pilsener,4.800000191,"Bitburger guarantees premium quality and enjoyment. Drawing on almost 200 years of expertise, the full-bodied, light, Bitburger Premium Beer is of course brewed according to the German Purity Law. Its popular, dry-finished, hoppy taste has secured Bitburger Premium Beer position as Germany's no. 1 draught beer.

-http://www.bitburger.com/bitburger_beers/bitburger_premium_beer/product_bitburger_premium_beer/index.html"
4567,113,Hell's Belle,5,72,Other Belgian-Style Ales,7,"This style originated in Belgium to compete with the pilsners from Czechoslovakia, Germany, and Poland. It is a fruity ale with very strong carbonation, with complex, spicy flavors like cloves."
4568,546,Foster's Special Bitter,1,3,Ordinary Bitter,5.5,http://www.fostersbeer.com/home.aspx?fullbrowser=h
4570,399,Honey Moon Summer Ale,11,116,Light American Wheat Ale or Lager,5.599999905,"The Gold Medal-winning Honey Moon Summer Ale is a classic summer ale made even better with real clover honey, fresh orange peel and both pale and white wheat malts.  Proff that brewing the perfect summer ale is a true art."
4571,998,Staropramen,7,77,German-Style Pilsener,5,"Classic famous czech beer from Praha, one of the best beers of the world"
4572,113,Bad Penny,3,38,American-Style Brown Ale,5.5,"This dark brown ale is slightly sweet with a caramel and dark fruit finish. A show case of fine English malts, floor malted the old way. We use pale, chocolate, and crystal malts to produce a complex, but easy drinking dark ale. Very reminescent of northern English ales."
4574,76,Antler Brown Ale,3,38,American-Style Brown Ale,4.800000191,"This traditional American style brown ale has medium body with a sweet Carastan maltiness. A rich deep chocolate color, our Antler Brown Ale is mildly hopped with Mt. Hood hops. Check out the Antler tap handle... locally grown! This has been our most popular beer over the years... a very easy drinking brew."
4575,76,Navigator Golden Ale,3,37,Golden or Blonde Ale,0,Another one of our most popular brews. Navigator Gold has a crisp and slighly hoppy finish. It's cold filtered and moderately carbonated.
4576,76,Cliffhanger Light Ale,8,96,American-Style Light Lager,3.220000029,"Our lightest brew, this ale has a lower alcohol content than other Barley Creek brews. The Munich malt and Saaz and Hallertau hops give it a distinct German profile. Refreshing with a clean, dry finish."
4577,76,Angler Black Lager,7,86,German-Style Schwarzbier,0,"Dark and delightful, this is an easy-drinking brew. Once a seasonal favorite now we brew it all the time as part of our variety case. Brewed with five different malts and three different hops, then pitched with Bavarian lager yeast."
4578,76,Rescue IPA,3,31,American-Style India Pale Ale,0,"Hopped four separate times with pure Centennial hops for one of the hoppiest brews around. With a nice dry finish, Rescue IPA is our Mug Club's favorite."
4579,76,Iron Arm Belgian Style Wheat,5,67,Belgian-Style White,0,"A Belgian-style summer favorite. Malted wheat, Pale, Munich and Cara Vienna malt, then moderately hopped with Saaz and a double dose of Hallertau. Served unfiltered with an orange wedge, this is fun in a glass."
4580,76,Mountaineer Maibock,7,91,German-Style Heller Bock/Maibock,0,"A German style lager. Light in color, with medium to full body and mild hop bitterness."
4581,76,Old '99 Barley Wine,3,35,American-Style Barley Wine Ale,11,"First brewed in 1998 to be served on our fifth anniversary (December 15, 1999), this beer just gets better every year. And, every year around our anniversary, we brew a new vintage. With an original gravity of 1099, this Barley Wine is dark and sweet, and is served in a snifter like an after-dinner drink. You'll want to savor it slowly."
